Function,Total Number,N,Execution Time
Main,1000,200,0.006469,
Main,1000,210,0.001381,
Main,1000,220,0.009571,
Main,1000,230,0.001380,
Main,1000,240,0.001415,
Main,1000,250,0.001420,
Main,1000,260,0.001412,
Main,1000,270,0.001402,
Main,1000,280,0.001407,
Main,1000,290,0.001428,
Main,1000,300,0.001419,
Main,1000,310,0.001415,
Main,1000,320,0.001394,
Main,1000,330,0.002842,
Main,1000,340,0.001413,
Main,1000,350,0.005006,
Main,1000,360,0.001419,
Main,1000,370,0.001431,
Main,1000,380,0.001440,
Main,1000,390,0.001420,
Main,1000,400,0.001455,
Main,1000,410,0.003059,
Main,1000,420,0.001475,
Main,1000,430,0.001486,
Main,1000,440,0.001476,
Main,1000,450,0.002836,
Main,1000,460,0.003083,
Main,1000,470,0.001459,
Main,1000,480,0.001462,
Main,1000,490,0.001458,
Main,1000,500,0.001511,
Main,1000,510,0.001517,
Main,1000,520,0.003100,
Main,1000,530,0.001467,
Main,1000,540,0.003105,
Main,1000,550,0.001522,
Main,1000,560,0.001514,
Main,1000,570,0.002844,
Main,1000,580,0.001446,
Main,1000,590,0.012720,
Main,1000,600,0.001517,
Main,1000,610,0.001512,
Main,1000,620,0.001509,
Main,1000,630,0.001494,
Main,1000,640,0.001518,
Main,1000,650,0.001554,
Main,1000,660,0.001469,
Main,1000,670,0.001484,
Main,1000,680,0.008587,
Main,1000,690,0.001496,
Main,1000,700,0.001574,
Main,1000,710,0.005346,
Main,1000,720,0.001496,
Main,1000,730,0.001469,
Main,1000,740,0.001490,
Main,1000,750,0.002938,
Main,1000,760,0.001522,
Main,1000,770,0.001478,
Main,1000,780,0.001532,
Main,1000,790,0.003090,
Main,1000,800,0.001445,
Main,1000,810,0.001483,
Main,1000,820,0.001469,
Main,1000,830,0.002885,
Main,1000,840,0.001487,
Main,1000,850,0.002794,
Main,1000,860,0.001462,
Main,1000,870,0.001443,
Main,1000,880,0.003070,
Main,1000,890,0.001432,
Main,1000,900,0.001452,
Main,1000,910,0.001437,
Main,1000,920,0.001481,
Main,1000,930,0.001444,
Main,1000,940,0.001406,
Main,1000,950,0.002845,
Main,1000,960,0.001387,
Main,1000,970,0.001380,
Main,1000,980,0.002986,
Main,1000,990,0.001387,
EC2,1100,10,0.007917,
EC2,1100,20,0.006366,
EC2,1100,30,0.005525,
EC2,1100,40,0.002620,
EC2,1100,50,0.001443,
EC2,1100,60,0.001746,
EC2,1100,70,0.002073,
EC2,1100,80,0.002363,
EC2,1100,90,0.002744,
EC2,1100,100,0.003136,
EC2,1100,110,0.003554,
EC2,1100,120,0.003948,
EC2,1100,130,0.004377,
EC2,1100,140,0.009722,
EC2,1100,150,0.005295,
EC2,1100,160,0.005807,
EC2,1100,170,0.006350,
EC2,1100,180,0.008123,
EC2,1100,190,0.007403,
EC2,1100,200,0.014035,
EC2,1100,210,0.016983,
EC2,1100,220,0.011864,
EC2,1100,230,0.011230,
EC2,1100,240,0.015232,
EC2,1100,250,0.012066,
EC2,1100,260,0.012914,
EC2,1100,270,0.013499,
EC2,1100,280,0.014156,
EC2,1100,290,0.014757,
EC2,1100,300,0.022390,
EC2,1100,310,0.023196,
EC2,1100,320,0.024322,
EC2,1100,330,0.017204,
EC2,1100,340,0.016514,
EC2,1100,350,0.017107,
EC2,1100,360,0.021085,
EC2,1100,370,0.022833,
EC2,1100,380,0.029146,
EC2,1100,390,0.019717,
EC2,1100,400,0.020369,
EC2,1100,410,0.030796,
EC2,1100,420,0.031399,
EC2,1100,430,0.022269,
EC2,1100,440,0.022899,
EC2,1100,450,0.023530,
EC2,1100,460,0.029879,
EC2,1100,470,0.036852,
EC2,1100,480,0.036368,
EC2,1100,490,0.026147,
EC2,1100,500,0.026735,
EC2,1100,510,0.037373,
EC2,1100,520,0.027828,
EC2,1100,530,0.029316,
EC2,1100,540,0.038577,
EC2,1100,550,0.029696,
EC2,1100,560,0.030254,
EC2,1100,570,0.040561,
EC2,1100,580,0.031469,
EC2,1100,590,0.041955,
EC2,1100,600,0.032543,
EC2,1100,610,0.046609,
EC2,1100,620,0.034114,
EC2,1100,630,0.034268,
EC2,1100,640,0.044234,
EC2,1100,650,0.035330,
EC2,1100,660,0.037138,
EC2,1100,670,0.046013,
EC2,1100,680,0.036964,
EC2,1100,690,0.039977,
EC2,1100,700,0.047398,
EC2,1100,710,0.041739,
EC2,1100,720,0.040342,
EC2,1100,730,0.041260,
EC2,1100,740,0.042368,
EC2,1100,750,0.050169,
EC2,1100,760,0.041038,
EC2,1100,770,0.050286,
EC2,1100,780,0.041940,
EC2,1100,790,0.051946,
EC2,1100,800,0.042868,
EC2,1100,810,0.043316,
EC2,1100,820,0.057576,
EC2,1100,830,0.053529,
EC2,1100,840,0.044572,
EC2,1100,850,0.046228,
EC2,1100,860,0.046301,
EC2,1100,870,0.052868,
EC2,1100,880,0.046648,
EC2,1100,890,0.048328,
EC2,1100,900,0.055601,
EC2,1100,910,0.046457,
EC2,1100,920,0.046615,
EC2,1100,930,0.047108,
EC2,1100,940,0.058208,
EC2,1100,950,0.047371,
EC2,1100,960,0.047967,
EC2,1100,970,0.049253,
EC2,1100,980,0.053596,
EC2,1100,990,0.056762,
Main,1100,10,0.009774,
Main,1100,20,0.001452,
Main,1100,30,0.001494,
Main,1100,40,0.001481,
Main,1100,50,0.001491,
Main,1100,60,0.001545,
Main,1100,70,0.001504,
Main,1100,80,0.001532,
Main,1100,90,0.001556,
Main,1100,100,0.001553,
Main,1100,110,0.007711,
Main,1100,120,0.001603,
Main,1100,130,0.001565,
Main,1100,140,0.004764,
Main,1100,150,0.004657,
Main,1100,160,0.002953,
Main,1100,170,0.005285,
Main,1100,180,0.003204,
Main,1100,190,0.001625,
Main,1100,200,0.001612,
Main,1100,210,0.002929,
Main,1100,220,0.003084,
Main,1100,230,0.001617,
Main,1100,240,0.001667,
Main,1100,250,0.003234,
Main,1100,260,0.001642,
Main,1100,270,0.003260,
Main,1100,280,0.005291,
Main,1100,290,0.001673,
Main,1100,300,0.001703,
Main,1100,310,0.009801,
Main,1100,320,0.001721,
Main,1100,330,0.007571,
Main,1100,340,0.009379,
Main,1100,350,0.007876,
Main,1100,360,0.001691,
Main,1100,370,0.001713,
Main,1100,380,0.001706,
Main,1100,390,0.003729,
Main,1100,400,0.001750,
Main,1100,410,0.001750,
Main,1100,420,0.001707,
Main,1100,430,0.005278,
Main,1100,440,0.001704,
Main,1100,450,0.001715,
Main,1100,460,0.001682,
Main,1100,470,0.001735,
Main,1100,480,0.001693,
Main,1100,490,0.011108,
Main,1100,500,0.013242,
Main,1100,510,0.012182,
Main,1100,520,0.011204,
Main,1100,530,0.014828,
Main,1100,540,0.005583,
Main,1100,550,0.003043,
Main,1100,560,0.010338,
Main,1100,570,0.010634,
Main,1100,580,0.001728,
Main,1100,590,0.001728,
Main,1100,600,0.001762,
Main,1100,610,0.001768,
Main,1100,620,0.001737,
Main,1100,630,0.003164,
Main,1100,640,0.001742,
Main,1100,650,0.001819,
Main,1100,660,0.001735,
Main,1100,670,0.001774,
Main,1100,680,0.003351,
Main,1100,690,0.001744,
Main,1100,700,0.001738,
Main,1100,710,0.001709,
Main,1100,720,0.005611,
Main,1100,730,0.008635,
Main,1100,740,0.005566,
Main,1100,750,0.001748,
Main,1100,760,0.003357,
Main,1100,770,0.003183,
Main,1100,780,0.003308,
Main,1100,790,0.005485,
Main,1100,800,0.007735,
Main,1100,810,0.001724,
Main,1100,820,0.001725,
Main,1100,830,0.003126,
Main,1100,840,0.001688,
Main,1100,850,0.001693,
Main,1100,860,0.001702,
Main,1100,870,0.011025,
Main,1100,880,0.010294,
Main,1100,890,0.002963,
Main,1100,900,0.005577,
Main,1100,910,0.001670,
Main,1100,920,0.001702,
Main,1100,930,0.004292,
Main,1100,940,0.001647,
Main,1100,950,0.001653,
Main,1100,960,0.001635,
Main,1100,970,0.001653,
Main,1100,980,0.001649,
Main,1100,990,0.001663,
EC2,1200,10,0.008913,
EC2,1200,20,0.004514,
EC2,1200,30,0.008488,
EC2,1200,40,0.001465,
EC2,1200,50,0.007619,
EC2,1200,60,0.003320,
EC2,1200,70,0.006306,
EC2,1200,80,0.008072,
EC2,1200,90,0.003001,
EC2,1200,100,0.010850,
EC2,1200,110,0.009967,
EC2,1200,120,0.005667,
EC2,1200,130,0.006155,
EC2,1200,140,0.005384,
EC2,1200,150,0.011600,
EC2,1200,160,0.006490,
EC2,1200,170,0.007034,
EC2,1200,180,0.013863,
EC2,1200,190,0.014625,
EC2,1200,200,0.015787,
EC2,1200,210,0.016502,
EC2,1200,220,0.013584,
EC2,1200,230,0.010668,
EC2,1200,240,0.011341,
EC2,1200,250,0.011946,
EC2,1200,260,0.020766,
EC2,1200,270,0.013370,
EC2,1200,280,0.015449,
EC2,1200,290,0.016123,
EC2,1200,300,0.016916,
EC2,1200,310,0.016803,
EC2,1200,320,0.018356,
EC2,1200,330,0.027954,
EC2,1200,340,0.018526,
EC2,1200,350,0.019299,
EC2,1200,360,0.030024,
EC2,1200,370,0.020671,
EC2,1200,380,0.021469,
EC2,1200,390,0.022211,
EC2,1200,400,0.026662,
EC2,1200,410,0.026478,
EC2,1200,420,0.034517,
EC2,1200,430,0.025257,
EC2,1200,440,0.035824,
EC2,1200,450,0.026757,
EC2,1200,460,0.037090,
EC2,1200,470,0.028300,
EC2,1200,480,0.029749,
EC2,1200,490,0.039487,
EC2,1200,500,0.030935,
EC2,1200,510,0.041565,
EC2,1200,520,0.032105,
EC2,1200,530,0.042706,
EC2,1200,540,0.043139,
EC2,1200,550,0.034324,
EC2,1200,560,0.040038,
EC2,1200,570,0.038878,
EC2,1200,580,0.036431,
EC2,1200,590,0.037539,
EC2,1200,600,0.047666,
EC2,1200,610,0.039403,
EC2,1200,620,0.044390,
EC2,1200,630,0.044328,
EC2,1200,640,0.040940,
EC2,1200,650,0.051018,
EC2,1200,660,0.047959,
EC2,1200,670,0.043081,
EC2,1200,680,0.048451,
EC2,1200,690,0.053545,
EC2,1200,700,0.056978,
EC2,1200,710,0.055356,
EC2,1200,720,0.047970,
EC2,1200,730,0.056348,
EC2,1200,740,0.049820,
EC2,1200,750,0.049719,
EC2,1200,760,0.058200,
EC2,1200,770,0.049541,
EC2,1200,780,0.059511,
EC2,1200,790,0.054045,
EC2,1200,800,0.051564,
EC2,1200,810,0.061845,
EC2,1200,820,0.052639,
EC2,1200,830,0.060670,
EC2,1200,840,0.053503,
EC2,1200,850,0.056944,
EC2,1200,860,0.064161,
EC2,1200,870,0.061163,
EC2,1200,880,0.064612,
EC2,1200,890,0.066804,
EC2,1200,900,0.056232,
EC2,1200,910,0.068540,
EC2,1200,920,0.073652,
EC2,1200,930,0.060586,
EC2,1200,940,0.069159,
EC2,1200,950,0.058254,
EC2,1200,960,0.059439,
EC2,1200,970,0.074513,
EC2,1200,980,0.071375,
EC2,1200,990,0.069240,
Main,1200,10,0.001655,
Main,1200,20,0.001692,
Main,1200,30,0.001686,
Main,1200,40,0.001737,
Main,1200,50,0.001798,
Main,1200,60,0.001741,
Main,1200,70,0.001787,
Main,1200,80,0.001792,
Main,1200,90,0.005519,
Main,1200,100,0.001823,
Main,1200,110,0.001799,
Main,1200,120,0.003285,
Main,1200,130,0.003396,
Main,1200,140,0.003417,
Main,1200,150,0.003215,
Main,1200,160,0.001847,
Main,1200,170,0.001891,
Main,1200,180,0.003264,
Main,1200,190,0.010487,
Main,1200,200,0.001868,
Main,1200,210,0.001865,
Main,1200,220,0.001907,
Main,1200,230,0.001884,
Main,1200,240,0.001940,
Main,1200,250,0.012201,
Main,1200,260,0.001898,
Main,1200,270,0.001903,
Main,1200,280,0.001909,
Main,1200,290,0.001973,
Main,1200,300,0.001910,
Main,1200,310,0.001921,
Main,1200,320,0.001955,
Main,1200,330,0.001922,
Main,1200,340,0.012497,
Main,1200,350,0.005106,
Main,1200,360,0.010837,
Main,1200,370,0.005987,
Main,1200,380,0.001954,
Main,1200,390,0.002002,
Main,1200,400,0.002027,
Main,1200,410,0.001999,
Main,1200,420,0.002059,
Main,1200,430,0.001982,
Main,1200,440,0.005827,
Main,1200,450,0.001966,
Main,1200,460,0.001953,
Main,1200,470,0.001993,
Main,1200,480,0.002044,
Main,1200,490,0.001947,
Main,1200,500,0.001946,
Main,1200,510,0.001964,
Main,1200,520,0.001996,
Main,1200,530,0.001943,
Main,1200,540,0.010574,
Main,1200,550,0.001985,
Main,1200,560,0.002001,
Main,1200,570,0.002002,
Main,1200,580,0.009910,
Main,1200,590,0.010849,
Main,1200,600,0.011855,
Main,1200,610,0.008342,
Main,1200,620,0.005634,
Main,1200,630,0.001974,
Main,1200,640,0.001977,
Main,1200,650,0.001992,
Main,1200,660,0.001964,
Main,1200,670,0.003324,
Main,1200,680,0.001977,
Main,1200,690,0.003646,
Main,1200,700,0.001967,
Main,1200,710,0.001972,
Main,1200,720,0.003413,
Main,1200,730,0.001976,
Main,1200,740,0.002021,
Main,1200,750,0.001953,
Main,1200,760,0.001992,
Main,1200,770,0.001973,
Main,1200,780,0.001994,
Main,1200,790,0.001991,
Main,1200,800,0.003537,
Main,1200,810,0.003527,
Main,1200,820,0.001923,
Main,1200,830,0.001979,
Main,1200,840,0.002005,
Main,1200,850,0.003271,
Main,1200,860,0.001954,
Main,1200,870,0.001897,
Main,1200,880,0.003377,
Main,1200,890,0.003550,
Main,1200,900,0.001951,
Main,1200,910,0.001964,
Main,1200,920,0.001962,
Main,1200,930,0.003533,
Main,1200,940,0.001892,
Main,1200,950,0.001901,
Main,1200,960,0.003536,
Main,1200,970,0.001939,
Main,1200,980,0.001921,
Main,1200,990,0.001835,
EC2,1300,10,0.005037,
EC2,1300,20,0.004158,
EC2,1300,30,0.001126,
EC2,1300,40,0.001467,
EC2,1300,50,0.001731,
EC2,1300,60,0.002118,
EC2,1300,70,0.006878,
EC2,1300,80,0.008587,
EC2,1300,90,0.003362,
EC2,1300,100,0.008464,
EC2,1300,110,0.013214,
EC2,1300,120,0.012113,
EC2,1300,130,0.012614,
EC2,1300,140,0.011798,
EC2,1300,150,0.012628,
EC2,1300,160,0.007343,
EC2,1300,170,0.014428,
EC2,1300,180,0.008656,
EC2,1300,190,0.016308,
EC2,1300,200,0.017195,
EC2,1300,210,0.010781,
EC2,1300,220,0.012801,
EC2,1300,230,0.012152,
EC2,1300,240,0.021145,
EC2,1300,250,0.013713,
EC2,1300,260,0.014466,
EC2,1300,270,0.015239,
EC2,1300,280,0.016127,
EC2,1300,290,0.018253,
EC2,1300,300,0.017707,
EC2,1300,310,0.028679,
EC2,1300,320,0.019316,
EC2,1300,330,0.024493,
EC2,1300,340,0.031532,
EC2,1300,350,0.033354,
EC2,1300,360,0.033343,
EC2,1300,370,0.025127,
EC2,1300,380,0.032434,
EC2,1300,390,0.026944,
EC2,1300,400,0.027868,
EC2,1300,410,0.028829,
EC2,1300,420,0.038404,
EC2,1300,430,0.029103,
EC2,1300,440,0.030541,
EC2,1300,450,0.035388,
EC2,1300,460,0.037339,
EC2,1300,470,0.034023,
EC2,1300,480,0.034232,
EC2,1300,490,0.047452,
EC2,1300,500,0.035531,
EC2,1300,510,0.036898,
EC2,1300,520,0.039417,
EC2,1300,530,0.047828,
EC2,1300,540,0.049613,
EC2,1300,550,0.041522,
EC2,1300,560,0.051385,
EC2,1300,570,0.041812,
EC2,1300,580,0.042893,
EC2,1300,590,0.052557,
EC2,1300,600,0.055593,
EC2,1300,610,0.056893,
EC2,1300,620,0.047236,
EC2,1300,630,0.051900,
EC2,1300,640,0.056007,
EC2,1300,650,0.078045,
EC2,1300,660,0.072018,
EC2,1300,670,0.080149,
EC2,1300,680,0.080177,
EC2,1300,690,0.089285,
EC2,1300,700,0.084321,
EC2,1300,710,0.087375,
EC2,1300,720,0.078316,
EC2,1300,730,0.073453,
EC2,1300,740,0.065490,
EC2,1300,750,0.076224,
EC2,1300,760,0.070493,
EC2,1300,770,0.075082,
EC2,1300,780,0.074451,
EC2,1300,790,0.059975,
EC2,1300,800,0.075833,
EC2,1300,810,0.071493,
EC2,1300,820,0.066041,
EC2,1300,830,0.080444,
EC2,1300,840,0.063702,
EC2,1300,850,0.064278,
EC2,1300,860,0.065277,
EC2,1300,870,0.071338,
EC2,1300,880,0.075111,
EC2,1300,890,0.068501,
EC2,1300,900,0.078835,
EC2,1300,910,0.069847,
EC2,1300,920,0.087946,
EC2,1300,930,0.088860,
EC2,1300,940,0.080015,
EC2,1300,950,0.073433,
EC2,1300,960,0.079261,
EC2,1300,970,0.071734,
EC2,1300,980,0.087871,
EC2,1300,990,0.108567,
Main,1300,10,0.019473,
Main,1300,20,0.016284,
Main,1300,30,0.007745,
Main,1300,40,0.013146,
Main,1300,50,0.008119,
Main,1300,60,0.009102,
Main,1300,70,0.002009,
Main,1300,80,0.002004,
Main,1300,90,0.001969,
Main,1300,100,0.002012,
Main,1300,110,0.011731,
Main,1300,120,0.002045,
Main,1300,130,0.002021,
Main,1300,140,0.011600,
Main,1300,150,0.008233,
Main,1300,160,0.002084,
Main,1300,170,0.002067,
Main,1300,180,0.003663,
Main,1300,190,0.003650,
Main,1300,200,0.003429,
Main,1300,210,0.002086,
Main,1300,220,0.002113,
Main,1300,230,0.002110,
Main,1300,240,0.002106,
Main,1300,250,0.003756,
Main,1300,260,0.002127,
Main,1300,270,0.003731,
Main,1300,280,0.002186,
Main,1300,290,0.003781,
Main,1300,300,0.012400,
Main,1300,310,0.011072,
Main,1300,320,0.002188,
Main,1300,330,0.011829,
Main,1300,340,0.002195,
Main,1300,350,0.002153,
Main,1300,360,0.002242,
Main,1300,370,0.002218,
Main,1300,380,0.002220,
Main,1300,390,0.002172,
Main,1300,400,0.005794,
Main,1300,410,0.002232,
Main,1300,420,0.002249,
Main,1300,430,0.009321,
Main,1300,440,0.003825,
Main,1300,450,0.002224,
Main,1300,460,0.002190,
Main,1300,470,0.002217,
Main,1300,480,0.003832,
Main,1300,490,0.002204,
Main,1300,500,0.003810,
Main,1300,510,0.003852,
Main,1300,520,0.003837,
Main,1300,530,0.002233,
Main,1300,540,0.002199,
Main,1300,550,0.008598,
Main,1300,560,0.003824,
Main,1300,570,0.003883,
Main,1300,580,0.003860,
Main,1300,590,0.003685,
Main,1300,600,0.006077,
Main,1300,610,0.010937,
Main,1300,620,0.002273,
Main,1300,630,0.005932,
Main,1300,640,0.002271,
Main,1300,650,0.002252,
Main,1300,660,0.002287,
Main,1300,670,0.002237,
Main,1300,680,0.003594,
Main,1300,690,0.003718,
Main,1300,700,0.002293,
Main,1300,710,0.006813,
Main,1300,720,0.002272,
Main,1300,730,0.002261,
Main,1300,740,0.002250,
Main,1300,750,0.002287,
Main,1300,760,0.002292,
Main,1300,770,0.009021,
Main,1300,780,0.007601,
Main,1300,790,0.003583,
Main,1300,800,0.012827,
Main,1300,810,0.010470,
Main,1300,820,0.002290,
Main,1300,830,0.002275,
Main,1300,840,0.002255,
Main,1300,850,0.002253,
Main,1300,860,0.002292,
Main,1300,870,0.002276,
Main,1300,880,0.003649,
Main,1300,890,0.013302,
Main,1300,900,0.014140,
Main,1300,910,0.012187,
Main,1300,920,0.012183,
Main,1300,930,0.006258,
Main,1300,940,0.013673,
Main,1300,950,0.011122,
Main,1300,960,0.002230,
Main,1300,970,0.002253,
Main,1300,980,0.012195,
Main,1300,990,0.002202,
EC2,1400,10,0.008024,
EC2,1400,20,0.008811,
EC2,1400,30,0.006911,
EC2,1400,40,0.008049,
EC2,1400,50,0.007518,
EC2,1400,60,0.007395,
EC2,1400,70,0.007165,
EC2,1400,80,0.003152,
EC2,1400,90,0.003669,
EC2,1400,100,0.004252,
EC2,1400,110,0.004782,
EC2,1400,120,0.005340,
EC2,1400,130,0.005958,
EC2,1400,140,0.006675,
EC2,1400,150,0.010694,
EC2,1400,160,0.007962,
EC2,1400,170,0.008709,
EC2,1400,180,0.009450,
EC2,1400,190,0.017497,
EC2,1400,200,0.011009,
EC2,1400,210,0.013693,
EC2,1400,220,0.020902,
EC2,1400,230,0.014758,
EC2,1400,240,0.019857,
EC2,1400,250,0.015118,
EC2,1400,260,0.015986,
EC2,1400,270,0.018226,
EC2,1400,280,0.027785,
EC2,1400,290,0.018677,
EC2,1400,300,0.019635,
EC2,1400,310,0.021680,
EC2,1400,320,0.031829,
EC2,1400,330,0.022534,
EC2,1400,340,0.029532,
EC2,1400,350,0.028011,
EC2,1400,360,0.035393,
EC2,1400,370,0.039114,
EC2,1400,380,0.028742,
EC2,1400,390,0.038798,
EC2,1400,400,0.029446,
EC2,1400,410,0.040570,
EC2,1400,420,0.041730,
EC2,1400,430,0.032766,
EC2,1400,440,0.034209,
EC2,1400,450,0.035199,
EC2,1400,460,0.047005,
EC2,1400,470,0.046534,
EC2,1400,480,0.037858,
EC2,1400,490,0.040331,
EC2,1400,500,0.040761,
EC2,1400,510,0.040981,
EC2,1400,520,0.043379,
EC2,1400,530,0.043020,
EC2,1400,540,0.051271,
EC2,1400,550,0.054422,
EC2,1400,560,0.046221,
EC2,1400,570,0.056773,
EC2,1400,580,0.057969,
EC2,1400,590,0.050661,
EC2,1400,600,0.059209,
EC2,1400,610,0.061773,
EC2,1400,620,0.053672,
EC2,1400,630,0.064483,
EC2,1400,640,0.063881,
EC2,1400,650,0.060821,
EC2,1400,660,0.072036,
EC2,1400,670,0.057256,
EC2,1400,680,0.074242,
EC2,1400,690,0.059307,
EC2,1400,700,0.075326,
EC2,1400,710,0.083400,
EC2,1400,720,0.077359,
EC2,1400,730,0.079530,
EC2,1400,740,0.064106,
EC2,1400,750,0.074190,
EC2,1400,760,0.065918,
EC2,1400,770,0.072602,
EC2,1400,780,0.074131,
EC2,1400,790,0.084254,
EC2,1400,800,0.079106,
EC2,1400,810,0.085757,
EC2,1400,820,0.071209,
EC2,1400,830,0.072776,
EC2,1400,840,0.088362,
EC2,1400,850,0.090818,
EC2,1400,860,0.090321,
EC2,1400,870,0.085083,
EC2,1400,880,0.077469,
EC2,1400,890,0.078838,
EC2,1400,900,0.093019,
EC2,1400,910,0.085906,
EC2,1400,920,0.086706,
EC2,1400,930,0.082112,
EC2,1400,940,0.085703,
EC2,1400,950,0.081852,
EC2,1400,960,0.084020,
EC2,1400,970,0.092378,
EC2,1400,980,0.084028,
EC2,1400,990,0.085965,
Main,1400,10,0.002639,
Main,1400,20,0.011624,
Main,1400,30,0.002202,
Main,1400,40,0.002199,
Main,1400,50,0.002259,
Main,1400,60,0.002306,
Main,1400,70,0.002283,
Main,1400,80,0.002269,
Main,1400,90,0.009780,
Main,1400,100,0.011050,
Main,1400,110,0.012033,
Main,1400,120,0.002367,
Main,1400,130,0.002331,
Main,1400,140,0.006331,
Main,1400,150,0.002335,
Main,1400,160,0.002366,
Main,1400,170,0.002389,
Main,1400,180,0.002416,
Main,1400,190,0.003809,
Main,1400,200,0.002386,
Main,1400,210,0.002416,
Main,1400,220,0.002415,
Main,1400,230,0.003811,
Main,1400,240,0.006312,
Main,1400,250,0.002488,
Main,1400,260,0.015114,
Main,1400,270,0.002478,
Main,1400,280,0.003872,
Main,1400,290,0.012342,
Main,1400,300,0.003884,
Main,1400,310,0.002471,
Main,1400,320,0.002516,
Main,1400,330,0.011649,
Main,1400,340,0.002498,
Main,1400,350,0.002492,
Main,1400,360,0.002574,
Main,1400,370,0.007186,
Main,1400,380,0.003931,
Main,1400,390,0.015352,
Main,1400,400,0.002535,
Main,1400,410,0.002573,
Main,1400,420,0.003951,
Main,1400,430,0.002581,
Main,1400,440,0.002597,
Main,1400,450,0.002597,
Main,1400,460,0.002536,
Main,1400,470,0.003893,
Main,1400,480,0.004181,
Main,1400,490,0.002613,
Main,1400,500,0.002589,
Main,1400,510,0.004183,
Main,1400,520,0.014940,
Main,1400,530,0.012552,
Main,1400,540,0.006201,
Main,1400,550,0.002573,
Main,1400,560,0.002563,
Main,1400,570,0.002618,
Main,1400,580,0.002578,
Main,1400,590,0.002538,
Main,1400,600,0.002540,
Main,1400,610,0.014430,
Main,1400,620,0.008876,
Main,1400,630,0.008404,
Main,1400,640,0.002550,
Main,1400,650,0.003959,
Main,1400,660,0.014047,
Main,1400,670,0.010501,
Main,1400,680,0.002635,
Main,1400,690,0.002642,
Main,1400,700,0.011411,
Main,1400,710,0.002637,
Main,1400,720,0.013888,
Main,1400,730,0.015483,
Main,1400,740,0.012475,
Main,1400,750,0.013286,
Main,1400,760,0.003916,
Main,1400,770,0.002622,
Main,1400,780,0.002654,
Main,1400,790,0.002613,
Main,1400,800,0.002593,
Main,1400,810,0.002601,
Main,1400,820,0.006433,
Main,1400,830,0.002611,
Main,1400,840,0.002643,
Main,1400,850,0.002586,
Main,1400,860,0.002628,
Main,1400,870,0.007943,
Main,1400,880,0.002578,
Main,1400,890,0.005701,
Main,1400,900,0.002592,
Main,1400,910,0.002585,
Main,1400,920,0.003928,
Main,1400,930,0.002595,
Main,1400,940,0.002561,
Main,1400,950,0.006154,
Main,1400,960,0.004168,
Main,1400,970,0.006427,
Main,1400,980,0.002579,
Main,1400,990,0.002549,
EC2,1500,10,0.005437,
EC2,1500,20,0.005731,
EC2,1500,30,0.006431,
EC2,1500,40,0.006535,
EC2,1500,50,0.001934,
EC2,1500,60,0.002351,
EC2,1500,70,0.002818,
EC2,1500,80,0.008047,
EC2,1500,90,0.003901,
EC2,1500,100,0.004474,
EC2,1500,110,0.005054,
EC2,1500,120,0.007502,
EC2,1500,130,0.006392,
EC2,1500,140,0.007133,
EC2,1500,150,0.007883,
EC2,1500,160,0.015470,
EC2,1500,170,0.016245,
EC2,1500,180,0.017850,
EC2,1500,190,0.012594,
EC2,1500,200,0.013243,
EC2,1500,210,0.012924,
EC2,1500,220,0.013848,
EC2,1500,230,0.018670,
EC2,1500,240,0.015676,
EC2,1500,250,0.024656,
EC2,1500,260,0.027949,
EC2,1500,270,0.018719,
EC2,1500,280,0.019695,
EC2,1500,290,0.020762,
EC2,1500,300,0.032233,
EC2,1500,310,0.022875,
EC2,1500,320,0.023924,
EC2,1500,330,0.025009,
EC2,1500,340,0.035912,
EC2,1500,350,0.030235,
EC2,1500,360,0.038236,
EC2,1500,370,0.029446,
EC2,1500,380,0.030454,
EC2,1500,390,0.041712,
EC2,1500,400,0.042535,
EC2,1500,410,0.033869,
EC2,1500,420,0.043568,
EC2,1500,430,0.036187,
EC2,1500,440,0.037536,
EC2,1500,450,0.048475,
EC2,1500,460,0.039726,
EC2,1500,470,0.042533,
EC2,1500,480,0.042138,
EC2,1500,490,0.052842,
EC2,1500,500,0.053977,
EC2,1500,510,0.055224,
EC2,1500,520,0.046923,
EC2,1500,530,0.048130,
EC2,1500,540,0.058695,
EC2,1500,550,0.050473,
EC2,1500,560,0.063095,
EC2,1500,570,0.052858,
EC2,1500,580,0.064044,
EC2,1500,590,0.062114,
EC2,1500,600,0.057786,
EC2,1500,610,0.073677,
EC2,1500,620,0.058837,
EC2,1500,630,0.071408,
EC2,1500,640,0.061106,
EC2,1500,650,0.078058,
EC2,1500,660,0.073717,
EC2,1500,670,0.070725,
EC2,1500,680,0.081009,
EC2,1500,690,0.066880,
EC2,1500,700,0.068932,
EC2,1500,710,0.070490,
EC2,1500,720,0.072300,
EC2,1500,730,0.071932,
EC2,1500,740,0.088226,
EC2,1500,750,0.092114,
